experiment_id,preprocessing,vectorization,sampling,model,accuracy,f1_score,precision,recall,f1_toxic,f1_non_toxic,best_threshold,accuracy_tuned,f1_tuned,precision_tuned,recall_tuned,duration_seconds,timestamp,error
23,minimal,tfidf_basic,random_undersample,Logistic Regression (Balanced),0.9146589700744342,0.7005649717514124,0.5830376153300213,0.8774365821094793,0.7005649717514124,0.9502382681712697,0.7000000000000002,0.9476834270089625,0.7666666666666667,0.7782668500687758,0.755407209612817,0.223135,2025-10-03 00:11:20,
24,minimal,tfidf_basic,random_undersample,Logistic Regression (C=0.1),0.8929971137779128,0.6418547895057962,0.518311709640335,0.8427236315086782,0.6418547895057962,0.9371026501892993,0.6500000000000001,0.9365942579371107,0.7022399771722072,0.7539828431372549,0.6571428571428571,0.177399,2025-10-03 00:11:21,
25,minimal,tfidf_basic,random_undersample,Logistic Regression (C=10),0.9087346194744038,0.6883170782319984,0.5628712031223485,0.8857142857142857,0.6883170782319984,0.9465404328018223,0.8500000000000002,0.9510253683730822,0.7739764441951766,0.8148804251550045,0.7369826435246996,0.252902,2025-10-03 00:11:21,
26,minimal,tfidf_basic,random_undersample,Random Forest (100 trees),0.8798420173173325,0.6100759144237405,0.48358862144420134,0.8261682242990654,0.6100759144237405,0.9289780379621815,0.6500000000000001,0.9242898374601246,0.6594698004919377,0.6753428491463755,0.6443257676902536,11.401974,2025-10-03 00:11:32,
27,minimal,tfidf_basic,random_undersample,Random Forest (200 trees),0.7889412122132766,0.47335304374194526,0.33051026889688756,0.8336448598130841,0.47335304374194526,0.8680256083892172,0.6000000000000002,0.915904602764697,0.6074872376630743,0.6477169640157242,0.5719626168224299,3.980038,2025-10-03 00:11:36,
28,minimal,tfidf_basic,random_undersample,Naive Bayes,0.8748898678414097,0.6162877376071562,0.47330757120366396,0.8830440587449934,0.6162877376071562,0.9252604450252278,0.7500000000000002,0.9439769102233024,0.736947218259629,0.7911179173047473,0.6897196261682244,0.136328,2025-10-03 00:11:36,
29,minimal,tfidf_basic,random_undersample,Naive Bayes (alpha=0.1),0.8754367309737202,0.615168012014267,0.4743088724851643,0.8750333778371161,0.615168012014267,0.9256923299985501,0.7500000000000002,0.9422451769709859,0.735935546603695,0.7669368847712796,0.7073431241655541,0.129716,2025-10-03 00:11:36,
30,minimal,tfidf_basic,random_undersample,XGBoost,0.9127449491113474,0.6875543951261966,0.5801358545988617,0.8437917222963952,0.6875543951261966,0.9492919947738268,0.7000000000000002,0.9473188515874221,0.757753562447611,0.7946088485203633,0.7241655540720962,11.206449,2025-10-03 00:11:48,
31,minimal,tfidf_basic,random_undersample,XGBoost (Tuned),0.912289229834422,0.6821534735219641,0.5803671787186212,0.8272363150867824,0.6821534735219641,0.9491250638800289,0.6500000000000001,0.9461036001822877,0.7536111111111111,0.7852387843704776,0.7244325767690254,22.499578,2025-10-03 00:12:10,
32,minimal,tfidf_basic,random_undersample,LightGBM,0.9187908248518912,0.7046082440048624,0.6010558069381599,0.8512683578104139,0.7046082440048624,0.9529243937232525,0.7000000000000002,0.9507519368069269,0.7755158565295666,0.8055235903337169,0.7476635514018691,4.881701,2025-10-03 00:12:15,
33,minimal,tfidf_basic,random_undersample,LightGBM (Tuned),0.9140817256569953,0.686265808741957,0.5870184095653824,0.8259012016021362,0.686265808741957,0.9502252886510842,0.7000000000000002,0.9495670666869208,0.7547281323877069,0.8448561032087331,0.6819759679572763,4.552,2025-10-03 00:12:20,
34,minimal,tfidf_basic,smote,Logistic Regression (Balanced),0.9090991948959442,0.6787631522439339,0.5676063925300772,0.8440587449933245,0.6787631522439339,0.9470592398612783,0.8500000000000002,0.952027950782318,0.7658312323891443,0.8612408272181454,0.6894526034712951,1.464114,2025-10-03 00:12:28,
35,minimal,tfidf_basic,smote,Logistic Regression (C=0.1),0.887285432173781,0.6241896272285251,0.5028562102170719,0.8226969292389853,0.6241896272285251,0.9337002752064048,0.7500000000000002,0.9426097523925262,0.7237900277818394,0.7999353587588882,0.6608811748998665,0.73325,2025-10-03 00:12:29,
36,minimal,tfidf_basic,smote,Logistic Regression (C=10),0.9138082940908401,0.6918648854132725,0.5831197363603076,0.8504672897196262,0.6918648854132725,0.9498966850926303,0.8500000000000002,0.9507519368069269,0.7752668792458062,0.8062283737024222,0.7465954606141522,1.865587,2025-10-03 00:12:31,
37,minimal,tfidf_basic,smote,Random Forest (100 trees),0.928786267659122,0.6373762376237624,0.7576314821625597,0.5500667556742324,0.6373762376237624,0.9605161203382407,0.40000000000000013,0.9248063193073067,0.6707463083676999,0.6683457051961824,0.6731642189586114,321.051922,2025-10-03 00:17:52,
38,minimal,tfidf_basic,smote,Random Forest (200 trees),0.827950782318092,0.46761304879195265,0.3608531630876378,0.6640854472630173,0.46761304879195265,0.897396408964905,0.6000000000000002,0.8927844447820142,0.4977942222854703,0.5329067641681902,0.467022696929239,54.390086,2025-10-03 00:18:46,
39,minimal,tfidf_basic,smote,Naive Bayes,0.8956099042989518,0.6470104787343333,0.5257972950409083,0.8408544726301735,0.6470104787343333,0.9387478608100399,0.7500000000000002,0.9443414856448428,0.7331002331002331,0.8066688041038794,0.6718291054739652,0.164324,2025-10-03 00:18:46,
40,minimal,tfidf_basic,smote,Naive Bayes (alpha=0.1),0.8959744797204922,0.6467918299979368,0.5269793242561776,0.8371161548731643,0.6467918299979368,0.9390052729086504,0.7500000000000002,0.9440680540786875,0.7326071169208425,0.8031847133757962,0.6734312416555407,0.159046,2025-10-03 00:18:46,
41,minimal,tfidf_basic,smote,XGBoost,0.9231961111955036,0.6891293654697491,0.6387052655573284,0.7481975967957276,0.6891293654697491,0.9561856563485736,0.6000000000000002,0.9406349688591827,0.7236990950226244,0.7691614066726781,0.6833110814419225,45.257091,2025-10-03 00:19:32,
42,minimal,tfidf_basic,smote,XGBoost (Tuned),0.9139602005164819,0.6596971881759193,0.5997378195324449,0.732977303070761,0.6596971881759193,0.9507546776100716,0.6000000000000002,0.9384171350448124,0.7093906810035843,0.7659442724458204,0.6606141522029373,94.290755,2025-10-03 00:21:06,
43,minimal,tfidf_basic,smote,LightGBM,0.9267203402703934,0.7011152416356877,0.6541040462427745,0.755407209612817,0.7011152416356877,0.9582409972299168,0.7000000000000002,0.9464074130335713,0.7321591254175523,0.8486448433650123,0.6437917222963951,27.872164,2025-10-03 00:21:34,
44,minimal,tfidf_basic,smote,LightGBM (Tuned),0.9079447060610664,0.64751046998604,0.5736961451247166,0.7431241655540721,0.64751046998604,0.9470594401928923,0.6000000000000002,0.9360170135196719,0.7061121964833939,0.7395498392282959,0.6755674232309746,27.089364,2025-10-03 00:22:01,
45,minimal,tfidf_bigram,none,Logistic Regression (Balanced),0.9151146893513595,0.6980112408127972,0.586344652260759,0.8622162883845127,0.6980112408127972,0.9506168475379123,0.7500000000000002,0.9469238948807535,0.7611103514289621,0.7799887892376681,0.7431241655540721,1.083174,2025-10-03 00:22:25,
46,minimal,tfidf_bigram,none,Logistic Regression (C=0.1),0.9073674616436275,0.6775933171195939,0.5609243697478992,0.8555407209612818,0.6775933171195939,0.9459138239937559,0.7000000000000002,0.943521190946377,0.734845243189274,0.7887323943661971,0.6878504672897197,0.481978,2025-10-03 00:22:25,
47,minimal,tfidf_bigram,none,Logistic Regression (C=10),0.9121373234087802,0.6897661446041622,0.576474807244038,0.8584779706275033,0.6897661446041622,0.9488214058186452,0.8000000000000002,0.9474707580130639,0.7651134356745007,0.7787610619469026,0.751935914552737,1.210994,2025-10-03 00:22:27,
48,minimal,tfidf_bigram,none,Random Forest (100 trees),0.933920704845815,0.6250646440268919,0.8818093385214008,0.48411214953271026,0.6250646440268919,0.9637675123690217,0.30000000000000004,0.9376879842017317,0.7172984148862853,0.7413105413105413,0.6947930574098798,146.977095,2025-10-03 00:24:54,
49,minimal,tfidf_bigram,none,Random Forest (200 trees),0.8024001215251405,0.46932114882506526,0.3379156385853601,0.7679572763684913,0.46932114882506526,0.8785978273042894,0.6000000000000002,0.9109828345739025,0.5765895953757225,0.6283464566929133,0.5327102803738317,32.939512,2025-10-03 00:25:26,
50,minimal,tfidf_bigram,none,Naive Bayes,0.9401792495822573,0.6679035250463822,0.9065934065934066,0.5287049399198932,0.6679035250463822,0.9671290963422982,0.30000000000000004,0.9384171350448124,0.7129301798612094,0.7590470446320868,0.6720961281708945,0.159652,2025-10-03 00:25:27,
